,correct,incorrect
4058,away,war
4059,away,wraway
4060,awe,ore
4061,awe-inspiring,awe_inspiring
4062,awful,afful
4063,awful,aglift
4064,awful,aleal
4065,awful,alfal
4066,awful,alfall
4067,awful,alfaul
4068,awful,alfol
4069,awful,alfool
4070,awful,alfory
4071,awful,alful
4072,awful,alfule
4073,awful,alfull
4074,awful,allfall
4075,awful,allful
4076,awful,allfull
4077,awful,allfulw
4078,awful,althouge
4079,awful,although
4080,awful,alwafull
4081,awful,alwful
4082,awful,alwy
4083,awful,arfall
4084,awful,arful
4085,awful,arfull
4086,awful,aufal
4087,awful,aufall
4088,awful,aufel
4089,awful,aufful
4090,awful,aufle
4091,awful,auful
4092,awful,aufull
4093,awful,aughfull
4094,awful,aweful
4095,awful,awefull
4096,awful,awfal
4097,awful,awfall
4098,awful,awfull
4099,awful,awlful
4100,awful,awufl
4101,awful,eafall
4102,awful,ofull
4103,awful,olfal
4104,awful,orfal
4105,awful,orfall
4106,awful,orfortil
4107,awful,orful
4108,awful,orfull
4109,awful,orsowl
4110,awful,orthell
4111,awful,ouful
4112,awfully,aufully
4113,awfully,awfuly
4114,awhile,awile
4115,awkward,ackward
4116,awkward,akward
4117,awkward,aukward
4118,ax,ask
4119,ax,ox
4120,babies,abays
4121,babies,babbes
4122,babies,babe
4123,babies,babes
4124,babies,babeyes
4125,babies,babis
4126,babies,babs
4127,babies,baby
4128,babies,babyes
4129,babies,babyies
4130,babies,babys
4131,babies,baddys
4132,babies,badies
4133,babies,bady
4134,babies,badys
4135,babies,baybes
4136,babies,baybis
4137,babies,bayds
4138,babies,bebys
4139,babies,bobs
4140,babies,dady
4141,baby,baba
4142,baby,babe
4143,babyish,babeish
4144,bachelor,bachler
4145,bachelor,bachlor
4146,bachelor,batchelor
4147,back,bac
4148,back,bach
4149,back,bak
4150,back,bake
4151,back,beac
4152,back,becol
4153,back,bek
4154,back,blart
4155,back,brack
4156,back,dack
4157,back,dak
4158,back,dark
4159,back,daxck
4160,back,fut
4161,back,lact
4162,backchatting,back_chating
4163,background,back_ground
4164,backwards,backwoods
4165,backwards,backwords
4166,backyard,back_yard
4167,backyard,bakeyord
4168,bacon,backen
4169,bacon,baken
4170,bad,bed
4171,bad-tempered,bad_temped
4172,bad-tempered,bad_tempered
4173,bad_one,budra
4174,bad_temper,badtempar
4175,badge,bage
4176,badges,bages
4177,badly,badle
4178,badly,badley
4179,badly,dadley
4180,badminton,badmington
4181,baggage,bagage
4182,bags,bg
4183,bags,bogs
4184,bake,back
4185,bakery,backary
4186,bakery,backery
4187,baking,bakeing
4188,balance,balence
4189,balance,ballance
4190,balance,blance
4191,balanced,ballanced
4192,bald,bould
4193,bald_eagle,bald-eagle
4194,ball,bal
4195,ball,boll
4196,balloon,ballon
4197,balloon,baloon
4198,balloon,bloon
4199,ballot,ballet
4200,banana,bananna
4201,banana,banna
4202,banana,bannana
4203,band,bande
4204,band,bend
4205,bandage,bandge
4206,bandaging,banjind
4207,bankruptcy,Bankrucy
4208,bankruptcy,Bankrupty
4209,bankruptcy,bamkrupsy
4210,bankruptcy,bamkrupy
4211,bankruptcy,banckrepsy
4212,bankruptcy,banckrupsey
4213,bankruptcy,bancruptcy
4214,bankruptcy,bancupsy
4215,bankruptcy,bank-rupecy
4216,bankruptcy,bank-rupsy
4217,bankruptcy,bank-ruptsy
4218,bankruptcy,bank_rupsy
4219,bankruptcy,bankburtcy
4220,bankruptcy,bankrauptsy
4221,bankruptcy,bankrucpty
4222,bankruptcy,bankrucpy
4223,bankruptcy,bankrucy
4224,bankruptcy,bankrupcie
4225,bankruptcy,bankrupcy
4226,bankruptcy,bankrupercy
4227,bankruptcy,bankrupersy
4228,bankruptcy,bankrupes
4229,bankruptcy,bankrupicy
4230,bankruptcy,bankruposy
4231,bankruptcy,bankruppect
4232,bankruptcy,bankrupsay
4233,bankruptcy,bankrupscy
4234,bankruptcy,bankrupsicy
4235,bankruptcy,bankrupsie
4236,bankruptcy,bankrupsy
4237,bankruptcy,bankrupt
4238,bankruptcy,bankruptcey
4239,bankruptcy,bankruptcie
4240,bankruptcy,bankruptercy
4241,bankruptcy,bankruptes
4242,bankruptcy,bankruptic
4243,bankruptcy,bankrupticy
4244,bankruptcy,bankruptsay
4245,bankruptcy,bankruptscy
4246,bankruptcy,bankruptsey
4247,bankruptcy,bankruptsy
4248,bankruptcy,bankruptucy
4249,bankruptcy,bankrupty
4250,bankruptcy,bankrupuy
4251,bankruptcy,bankrupy
4252,bankruptcy,banktrupancy
4253,bankruptcy,banzuebrupsy
4254,bankruptcy,bonkrucpty
4255,bankruptcy,bonkrupsy
4256,bankruptcy,bunkscrupt
4257,bankruptcy,forkrupsy
4258,banner,baner
4259,banner,bannar
4260,banquet,bankquet
4261,banquet,banquete
4262,barbed,barb
4263,bare,bear
4264,bared,barred
4265,barely,barly
4266,bargain,bargin
4267,bargaining,baragining
4268,barley,barly
4269,barn,bran
4270,barrel,barrle
4271,base,bace
4272,base,bach
4273,base,baese
4274,base,bas
4275,base,bass
4276,base,basse
4277,base,bates
4278,base,beas
4279,base,best
4280,base,blas
4281,base,das
4282,base,pace
4283,base,pare
4284,base,pas
4285,base,pase
4286,baseball,baceball
4287,baseball,basball
4288,based,basen
4289,basement,basment
4290,bashful,basful
4291,bashful,bashfull
4292,basic,basects
4293,basic,bisic
4294,basically,baiscally
4295,basically,basicly
4296,basin,bassin
4297,basis,bases
4298,basketball,Basket-Ball
4299,basketball,Basket_ball
4300,basketball,Basketball
4301,basketball,bascket-ball
4302,basketball,bascketball
4303,basketball,baskball
4304,basketball,baskeball
4305,basketball,basket-Ball
4306,basketball,basket-ball
4307,basketball,basketbale
4308,basketball,baskitball
4309,basketball,baskt-ball
4310,basketball,bastestball
4311,bat,bate
4312,bat,bet
4313,bath,barth
4314,bathe,bath
4315,bathing,batheing
4316,bathing,bawing
4317,bathroom,both_rom
4318,bathtub,bath_tub
4319,baton,batton
4320,battalion,batallion
4321,battery,batery
4322,battle,batle
4323,battle,battel
4324,battle-axe,battle_axe
4325,be,b
4326,be,bee
4327,be,been
4328,be,bei
4329,be,by
4330,be,d
4331,be,de
4332,be,dy
4333,be,linge
4334,be,pe
4335,be_frightened,frignd
4336,beach,beech
4337,bead,beed
4338,beam,beame
4339,bean,been
4340,bean,ben
4341,beans,bean
4342,bear,bar
4343,bear,bare
4344,beard,beared
4345,bearers,bearer
4346,beast,best
4347,beat,beet
4348,beat,bet
4349,beaten,beat
4350,beating,beting
4351,beautician,beutician
4352,beautiful,baeatiful
4353,beautiful,baeutiful
4354,beautiful,baful
4355,beautiful,barend
4356,beautiful,barler
4357,beautiful,batfl
4358,beautiful,baufill
4359,beautiful,bautful
4360,beautiful,bauthful
4361,beautiful,bautiful
4362,beautiful,beabbey
4363,beautiful,beacful
4364,beautiful,beaflur
4365,beautiful,beafter
4366,beautiful,beaotiful
4367,beautiful,beatefall
4368,beautiful,beateful
4369,beautiful,beatful
4370,beautiful,beatiful
4371,beautiful,beatifull
4372,beautiful,beatufel
4373,beautiful,beatuful
4374,beautiful,beaty
4375,beautiful,beatyfool
4376,beautiful,beatyful
4377,beautiful,beauiful
4378,beautiful,beauitful
4379,beautiful,beauterfull
4380,beautiful,beautful
4381,beautiful,beautifull
4382,beautiful,beautyful
4383,beautiful,bef
4384,beautiful,befare
4385,beautiful,befertl
4386,beautiful,befulaful
4387,beautiful,befull
4388,beautiful,beiatiful
4389,beautiful,beired
4390,beautiful,beitiful
4391,beautiful,beituful
4392,beautiful,beiutefull
4393,beautiful,beiytful
4394,beautiful,belfull
4395,beautiful,bellefull
4396,beautiful,besthe
4397,beautiful,betafull
4398,beautiful,betefull
4399,beautiful,betewel
4400,beautiful,betfle
4401,beautiful,betfol
4402,beautiful,betful
4403,beautiful,betfull
4404,beautiful,betifoll
4405,beautiful,betiful
4406,beautiful,betifull
4407,beautiful,betufel
4408,beautiful,betuful
4409,beautiful,betuiful
4410,beautiful,beuefull
4411,beautiful,beuful
4412,beautiful,beufut
4413,beautiful,beuitful
4414,beautiful,beuitifiel
4415,beautiful,beuitiful
4416,beautiful,beuntfut
4417,beautiful,beuteful
4418,beautiful,beutful
4419,beautiful,beutifal
4420,beautiful,beutifall
4421,beautiful,beutifiel
4422,beautiful,beutiful
4423,beautiful,beutifull
4424,beautiful,beutifully
4425,beautiful,beuttifull
4426,beautiful,bfle
4427,beautiful,bieytful
4428,beautiful,bifull
4429,beautiful,birfull
4430,beautiful,birutful
4431,beautiful,biutefell
4432,beautiful,biutiful
4433,beautiful,boatyful
4434,beautiful,boetiful
4435,beautiful,bofl
4436,beautiful,bootf
4437,beautiful,boots
4438,beautiful,borol
4439,beautiful,boterfull
4440,beautiful,botfl
4441,beautiful,botfol
4442,beautiful,botfoll
4443,beautiful,botifel
4444,beautiful,bott
4445,beautiful,boutfle
4446,beautiful,boutyfull
4447,beautiful,breatful
4448,beautiful,bretfoll
4449,beautiful,breuf
4450,beautiful,brihifull
4451,beautiful,bruteful
4452,beautiful,brutiful
4453,beautiful,btitfal
4454,beautiful,buathefllue
4455,beautiful,bueatiful
4456,beautiful,bueatyful
4457,beautiful,buedfall
4458,beautiful,buefle
4459,beautiful,bueful
4460,beautiful,bueiful
4461,beautiful,bueiteful
4462,beautiful,bueityful
4463,beautiful,buetiful
4464,beautiful,buetifur
4465,beautiful,bufer
4466,beautiful,bufinle
4467,beautiful,bufle
4468,beautiful,buflle
4469,beautiful,buiteeful
4470,beautiful,buitef
4471,beautiful,buiteful
4472,beautiful,buitefull
4473,beautiful,buitfoll
4474,beautiful,buitful
4475,beautiful,buitfull
4476,beautiful,buitiful
4477,beautiful,buitifull
4478,beautiful,bulful
4479,beautiful,bulifut
4480,beautiful,bultlyfull
4481,beautiful,buretiful
4482,beautiful,burfteful
4483,beautiful,burtefull
4484,beautiful,butaful
4485,beautiful,butarfel
4486,beautiful,butefl
4487,beautiful,butefole
4488,beautiful,buteful
4489,beautiful,butefull
4490,beautiful,buteiful
4491,beautiful,buterful
4492,beautiful,butfle
4493,beautiful,butfll
4494,beautiful,butful
4495,beautiful,butfull
4496,beautiful,butifel
4497,beautiful,butifely
4498,beautiful,butifill
4499,beautiful,butiful
4500,beautiful,butifull
4501,beautiful,butlek
4502,beautiful,buttd
4503,beautiful,buttful
4504,beautiful,buttle
4505,beautiful,buttlfule
4506,beautiful,butufal
4507,beautiful,butyful
4508,beautiful,buutivol
4509,beautiful,byetifer
4510,beautiful,dartth
4511,beautiful,dearbul
4512,beautiful,deauitful
4513,beautiful,derert
4514,beautiful,doine
4515,beautiful,dotfal
4516,beautiful,dotifol
4517,beautiful,dotirol
4518,beautiful,dratil
4519,beautiful,dthering
4520,beautiful,dufleerth
4521,beautiful,duteful
4522,beautiful,hahlhelf
4523,beautiful,peoterd
4524,beautiful,petfi
4525,beautiful,pirlf
4526,beautiful,pont
4527,beautiful,potefl
4528,beautiful,ptafil
4529,beautiful,puteyful
4530,beautiful,putfull
4531,beauty,beuty
4532,beauty,bueaty
4533,became,becam
4534,became,becaume
4535,because,bacmines
4536,because,bcouse
4537,because,be_cause
4538,because,bease
4539,because,beaus
4540,because,beause
4541,because,becaise
4542,because,becase
4543,because,becaues
4544,because,becaus
4545,because,becaused
4546,because,becauses
4547,because,become
4548,because,becos
4549,because,becose
4550,because,becouse
4551,because,becu
4552,because,becus
4553,because,becuse
4554,because,begause
4555,because,bekus
4556,because,cause
4557,become,bacome
4558,become,be_come
4559,become,becom
4560,become,beeome
4561,become,beome
4562,becomes,become
4563,becoming,becomeing
4564,bed,bad
4565,bed,birb
4566,bed,dede
4567,bedroom,bedroon
4568,bee,be
4569,bee-keepers,bee_keepers
4570,beech,beach
4571,beechwood,beech_wood
4572,beef,beaf
4573,been,abe
4574,been,be
4575,been,bean
4576,been,beee
4577,been,bein
4578,been,being
4579,been,ben
4580,been,bend
4581,been,bene
4582,been,bent
4583,been,bin
4584,been,dan
4585,been,din
4586,beet,beat
4587,before,b_for
4588,before,be_for
4589,before,be_fore
4590,before,beefore
4591,before,bef_for
4592,before,befoer
4593,before,befor
4594,before,befour
4595,before,befoure
4596,before,befro
4597,before,befrou
4598,before,berfore
4599,before,berofe
4600,before,bfor
4601,before,for
4602,before,pefor
4603,before,pefore
4604,before,prony
4605,before,we_fo
4606,beforehand,before_hand
4607,beg,back
4608,beg,bag
4609,beg,bage
4610,beg,bagk
4611,beg,baic
4612,beg,bak
4613,beg,bal
4614,beg,bark
4615,beg,baroc
4616,beg,bath
4617,beg,bay
4618,beg,bec
4619,beg,becg
4620,beg,bed
4621,beg,bege
4622,beg,begg
4623,beg,begr
4624,beg,ben
4625,beg,berg
4626,beg,berp
4627,beg,bet
4628,beg,bgn
4629,beg,big
4630,beg,bol
4631,beg,bot
4632,beg,brd
4633,beg,bug
4634,beg,dak
4635,beg,ded
4636,beg,deg
4637,beg,degi
4638,beg,dong
4639,beg,lthoh
4640,beg,magg
4641,beg,meg
4642,beg,pach
4643,beg,peg
4644,beg,pege
4645,beg,pogl
4646,began,begain
4647,began,begane
4648,began,begun
4649,beggar,begger
4650,begged,beged
4651,begin,begen
4652,begin,beggin
4653,begin,begine
4654,beginning,be
4655,beginning,be_gening
4656,beginning,be_gining
4657,beginning,becane
4658,beginning,becining
4659,beginning,been
4660,beginning,begain
4661,beginning,begaining
4662,beginning,began
4663,beginning,begeing
4664,beginning,begening
4665,beginning,begging
4666,beginning,beggining
4667,beginning,begginning
4668,beginning,begine
4669,beginning,beging
4670,beginning,begingig
4671,beginning,beginging
4672,beginning,beginig
4673,beginning,begining
4674,beginning,beginng
4675,beginning,beginnig
4676,beginning,begning
4677,beginning,being
4678,beginning,beinging
4679,beginning,benand
4680,beginning,bending
4681,beginning,bening
4682,beginning,bginning
4683,beginning,bigining
4684,beginning,biginnig
4685,beginning,bign
4686,beginning,bing
4687,beginning,binging
4688,beginning,binginig
4689,beginning,bingining
4690,beginning,binning
4691,beginning,deing
4692,beginning,ding
4693,begins,begines
4694,begun,began
4695,begun,begen
4696,begun,begon
4697,behaviour,behave
4698,behaviour,behaver
4699,behaviour,behavor
4700,behind,be_coem
4701,behind,be_had
4702,behind,be_hand
4703,behind,be_hane
4704,behind,be_hide
4705,behind,be_hin
4706,behind,be_hind
4707,behind,be_hive
4708,behind,be_hund
4709,behind,be_i
4710,behind,be_id
4711,behind,bea_hidn
4712,behind,behand
4713,behind,beher
4714,behind,behid
4715,behind,behide
4716,behind,behined
4717,behind,behing
4718,behind,behnd
4719,behind,beid
4720,behind,beind
4721,behind,bert
4722,behind,bey-hind
4723,behind,beyhid
4724,behind,bhid
4725,behind,bhind
4726,behind,bhred
4727,behind,bih
4728,behind,bihind
4729,behind,bind
4730,behind,bo_hane
4731,behind,byhind
4732,behind,dan
4733,behind,datord
4734,behind,de_hind
4735,behind,dehad
4736,behind,dehowl
4737,behind,ied
4738,being,be
4739,being,beeing
4740,being,been
4741,being,bi
4742,being,bieing
4743,being,bieng
4744,belief,balhot
4745,belief,becirf
4746,belief,bedneth
4747,belief,beilief
4748,belief,beive
4749,belief,beleaf
4750,belief,beleave
4751,belief,belef
4752,belief,belefe
4753,belief,belefer
4754,belief,beleif
4755,belief,beleive
4756,belief,beleve
4757,belief,belever
4758,belief,belf
4759,belief,belft
4760,belief,beliefe
4761,belief,believe
4762,belief,belif
4763,belief,belife
4764,belief,belifer
4765,belief,belive
4766,belief,belives
4767,belief,belneih
4768,belief,belve
4769,belief,beneafe
4770,belief,beneeth
4771,belief,benef
4772,belief,beneth
4773,belief,beneve
4774,belief,benfe
4775,belief,benith
4776,belief,best
4777,belief,beuth
4778,belief,bielife
4779,belief,bilifaf
4780,belief,blef
4781,belief,blefe
4782,belief,buagh
4783,belief,buesf
4784,belief,dearen
4785,belief,deleres
4786,belief,derief
4787,belief,dlif
4788,belief,pelef
4789,belief,releaf
4790,belief,releafl
4791,belief,rellferll
4792,belief,vinfihe
4793,believe,beleive
4794,believe,belief
4795,believe,belive
4796,believed,beleived
4797,bell,ball
4798,belligerent,beligerant
4799,belong,belog
4800,belong,blong
4801,below,belowe
4802,below,blow
4803,belt,ba
4804,belt,balt
4805,belt,bat
4806,belt,bate
4807,belt,batelt
4808,belt,beat
4809,belt,bellt
4810,belt,belte
4811,belt,belts
4812,belt,bet
4813,belt,beted
4814,belt,betle
4815,belt,betr
4816,belt,betw
4817,belt,bilt
4818,belt,bime
4819,belt,bite
4820,belt,blat
4821,belt,bleat
4822,belt,blit
4823,belt,blot
4824,belt,boad
4825,belt,bont
4826,belt,boot
4827,belt,bout
4828,belt,bowt
4829,belt,darde
4830,belt,deant
4831,belt,delt
4832,belt,dlt
4833,belt,dolt
4834,belt,hld
4835,belt,left
4836,belt,pat
4837,belt,pelle
4838,belts,bea
4839,belts,bes
4840,bend,band
4841,beneath,barine
4842,beneath,beaneath
4843,beneath,beaneth
4844,beneath,beanth
4845,beneath,beinth
